toplam_maliyet,siparis_maliyeti_toplam,elde_tutma_toplam,stoksuz_ceza_toplam,servis_seviyesi,ortalama_stok,stoksuz_gun_sayisi,toplam_talep,karsilanan_talep,parca_no,kullanilan_r,kullanilan_Q,senaryo
15576.9256,1380.0,14196.9256,0.0,1.0,486.5841,0.0,699.5396,699.5396,Part-1570,692,82,mevcut
36005.8563,3200.0,22738.9819,10066.8744,0.9971,2802.8328,0.4,10459.3855,10420.303,Part-1571,4725,723,mevcut
7124.0318,1950.0,5018.2413,155.7906,0.9995,1348.5235,0.1,2275.8994,2274.4374,Part-1572,1632,904,mevcut
113473344.0837,6750.0,284608.3249,113181985.7588,0.5798,453.289,35.5,10480.3111,6027.2219,Part-1573,3878,44,mevcut
12899.7563,1380.0,6440.1106,5079.6457,0.9928,298.752,0.7,515.2563,510.4156,Part-1574,412,121,mevcut
5106.9424,450.0,836.0372,3820.9053,0.9643,120.8945,2.4,329.4053,313.5213,Part-1575,145,152,mevcut
16371.9786,2145.0,14226.9786,0.0,1.0,853.9457,0.0,601.1323,601.1323,Part-1576,1046,97,mevcut
33337.1732,1800.0,11309.1216,20228.0517,0.9866,1227.632,0.3,3109.2288,3047.0861,Part-1577,1983,225,mevcut
999332.6516,2880.0,53907.6812,942544.9704,0.9617,2235.932,1.3,8484.3085,8051.1815,Part-1578,3904,153,mevcut
1183574.632,6225.0,230789.8161,946559.8159,0.9808,844.4096,0.3,2268.4558,2202.2793,Part-1579,1387,60,mevcut
17629.2641,1155.0,5230.8851,11243.379,0.9813,217.0427,0.3,613.6913,596.8634,Part-1580,328,100,mevcut
26913.7751,3550.0,23363.7751,0.0,1.0,100.5744,0.0,164.7493,164.7493,Part-1581,100,30,mevcut
29346.1954,2595.0,26751.1954,0.0,1.0,47.2864,0.0,120.1527,120.1527,Part-1582,55,8,mevcut
35479.7681,2210.0,33269.7681,0.0,1.0,111.5436,0.0,126.4184,126.4184,Part-1583,158,10,mevcut
27850.0924,2450.0,9815.4402,15584.6523,0.9878,236.9138,2.0,626.932,615.6037,Part-1584,299,143,mevcut
39461.4975,2280.0,37181.4975,0.0,1.0,429.1302,0.0,610.3465,610.3465,Part-1585,619,41,mevcut
1265606.6447,2632.5,87037.958,1175936.1867,0.9589,3446.8528,1.9,12545.5934,11866.0776,Part-1586,6199,378,mevcut
45702.8413,1545.0,6486.9115,37670.9298,0.9772,1226.8888,1.1,4096.2813,3972.0122,Part-1587,1858,413,mevcut
12207.0052,950.0,4668.9186,6588.0866,0.9895,763.6439,0.8,2438.288,2405.5327,Part-1588,1243,331,mevcut
148941.1949,7560.0,79517.8016,61863.3933,0.991,411.4313,0.7,417.9546,413.0173,Part-1589,641,38,mevcut
31695.8095,1750.0,13139.7792,16806.0303,0.9914,34.2802,0.7,46.808,46.2783,Part-1590,52,5,mevcut
157.2805,75.0,4.6278,77.6527,0.808,0.5284,10.2,0.7653,0.6169,Part-1591,0,1,mevcut
31021.8938,1590.0,29431.8938,0.0,1.0,971.1985,0.0,1539.1346,1539.1346,Part-1592,1286,106,mevcut
70479.1993,1200.0,5472.5655,63806.6338,0.9524,295.5451,4.3,2068.5189,1963.2136,Part-1593,548,240,mevcut
71270.7091,1660.0,10222.4885,59388.2205,0.9626,271.6497,2.4,913.6769,871.6529,Part-1594,401,62,mevcut
18666.1705,740.0,1799.5107,16126.6598,0.9642,161.1289,3.1,767.7214,734.9736,Part-1595,219,98,mevcut
186861.465,3345.0,70515.9951,113000.4699,0.9889,1559.6398,0.2,3876.2161,3808.3479,Part-1596,2388,199,mevcut
617.3671,210.0,407.3671,0.0,1.0,23.8029,0.0,28.0111,28.0111,Part-1597,23,18,mevcut
14130.3654,1417.5,12712.8654,0.0,1.0,94.7293,0.0,93.6159,93.6159,Part-1598,135,10,mevcut
2292.6696,570.0,890.9265,831.7431,0.9873,148.6789,0.9,405.0548,399.9543,Part-1599,121,122,mevcut
110218.6918,1620.0,25625.157,82973.5349,0.983,935.0979,0.4,2576.6499,2510.4675,Part-1600,1482,84,mevcut
26831.8031,2820.0,24011.8031,0.0,1.0,594.9996,0.0,579.0183,579.0183,Part-1601,795,124,mevcut
6369.8204,915.0,3630.234,1824.5864,0.9941,12.1882,0.1,9.5827,9.5082,Part-1602,17,2,mevcut
19973.5961,1830.0,18143.5961,0.0,1.0,64.9873,0.0,86.9817,86.9817,Part-1603,85,8,mevcut
5706.7341,952.5,4754.2341,0.0,1.0,71.5479,0.0,64.8677,64.8677,Part-1604,98,11,mevcut
7113.3392,930.0,6183.3392,0.0,1.0,313.6954,0.0,295.2219,295.2219,Part-1605,423,48,mevcut
8939.9456,2020.0,6778.7937,141.1519,0.9995,1402.8546,0.1,1403.1335,1402.1868,Part-1606,1900,290,mevcut
37412.2943,2715.0,28165.7238,6531.5705,0.9962,714.1462,0.1,991.0759,986.136,Part-1607,1068,97,mevcut
43625.7881,1770.0,13485.2908,28370.4973,0.9893,1152.7579,0.2,2933.4174,2884.4538,Part-1608,1733,186,mevcut
2040.4317,390.0,1650.4317,0.0,1.0,122.5811,0.0,152.2181,152.2181,Part-1609,129,61,mevcut
6394.837,945.0,5449.837,0.0,1.0,473.5871,0.0,741.1877,741.1877,Part-1610,674,93,mevcut
4860170.317,6330.0,164407.6906,4689432.6264,0.9141,270.8988,5.8,2309.1239,2079.5179,Part-1611,341,37,mevcut
830254.8944,4040.0,65712.0717,760502.8227,0.9416,189.5529,2.7,835.6061,779.989,Part-1612,292,41,mevcut
3742.698,590.0,3152.698,0.0,1.0,2121.1924,0.0,3730.2637,3730.2637,Part-1613,2419,846,mevcut
9613.136,1050.0,6954.2539,1608.882,0.9983,502.3557,0.1,852.8634,850.926,Part-1614,713,125,mevcut
2701.2812,860.0,1841.2812,0.0,1.0,86.7891,0.0,59.3392,59.3392,Part-1615,101,33,mevcut
11632.5566,2060.0,9572.5566,0.0,1.0,808.4247,0.0,651.2574,651.2574,Part-1616,1083,149,mevcut
201012.3908,4882.5,196129.8908,0.0,1.0,444.6007,0.0,839.2264,839.2264,Part-1617,846,20,mevcut
21335.9114,1380.0,19955.9114,0.0,1.0,1039.4632,0.0,1462.1041,1462.1041,Part-1618,1465,172,mevcut
87281.6866,2250.0,15279.0987,69752.5879,0.9864,457.3426,1.1,1309.0014,1280.9455,Part-1619,634,182,mevcut
12939.0746,1120.0,4158.6547,7660.4199,0.9859,165.4791,0.3,440.42,431.0643,Part-1620,220,91,mevcut
319.8021,150.0,48.9047,120.8974,0.8205,1.4297,20.0,0.3686,0.3061,Part-1621,1,1,mevcut
57251.7245,640.0,3221.6033,53390.1212,0.9372,112.1767,3.2,512.2151,477.6658,Part-1622,101,62,mevcut
4770.702,1650.0,2059.3386,1061.3634,0.9966,193.1941,1.2,481.9102,479.3277,Part-1623,217,176,mevcut
323.327,195.0,118.1375,10.1894,0.9984,14.0346,0.1,8.1085,8.0915,Part-1624,13,19,mevcut
17576.9549,1620.0,11580.5576,4376.3973,0.9948,367.6618,0.1,609.9779,605.8346,Part-1625,512,121,mevcut
1993.3237,445.0,1548.3237,0.0,1.0,72.2176,0.0,63.3935,63.3935,Part-1626,96,16,mevcut
4690.9895,880.0,2482.8826,1328.1069,0.996,223.8041,0.1,278.2679,276.7907,Part-1627,270,122,mevcut
38135.745,3120.0,35015.745,0.0,1.0,230.2724,0.0,337.6071,337.6071,Part-1628,328,24,mevcut
326.895,150.0,176.895,0.0,1.0,218.7361,0.0,267.5794,267.5794,Part-1629,158,251,mevcut
167182.8619,1320.0,8912.3163,156950.5456,0.942,619.8517,3.1,2531.8939,2367.2029,Part-1630,815,154,mevcut
1026.0467,235.0,791.0467,0.0,1.0,30.3133,0.0,29.4853,29.4853,Part-1631,29,11,mevcut
3778.8299,860.0,2918.8299,0.0,1.0,138.2779,0.0,172.8578,172.8578,Part-1632,164,72,mevcut
5266.0329,1220.0,4046.0329,0.0,1.0,257.8663,0.0,425.6945,425.6945,Part-1633,336,105,mevcut
15767.4833,980.0,6304.4001,8483.0832,0.986,331.6858,0.5,751.139,735.7975,Part-1634,500,107,mevcut
1058114.6557,3440.0,112294.3053,942380.3503,0.9331,374.7426,2.4,1486.7981,1370.6914,Part-1635,581,40,mevcut
356685.5328,2520.0,39076.0085,315089.5243,0.9505,79.3541,2.9,340.6018,319.0729,Part-1636,151,15,mevcut
96167.5373,1715.0,19523.2323,74929.305,0.9829,835.9184,1.0,4052.2329,3961.851,Part-1637,1593,117,mevcut
6547.8563,1030.0,5517.8563,0.0,1.0,150.7364,0.0,106.5158,106.5158,Part-1638,181,25,mevcut
43698.1484,930.0,3698.6445,39069.5038,0.9683,393.1203,3.1,2028.1493,1949.5038,Part-1639,686,150,mevcut
55516.777,1312.5,16139.9344,38064.3426,0.9855,572.2772,0.8,2000.4108,1963.2658,Part-1640,1000,139,mevcut
50831.1818,4700.0,31284.6438,14846.5381,0.9943,69.438,0.1,60.0764,59.6281,Part-1641,94,15,mevcut
1009.7955,330.0,643.2795,36.516,0.9987,26.1245,0.1,21.3769,21.3413,Part-1642,30,15,mevcut
206.4023,100.0,6.1965,100.2058,0.808,0.5284,10.2,0.7653,0.6169,Part-1643,0,1,mevcut
32444.6529,2880.0,15192.2249,14372.428,0.9956,1155.4655,0.9,4015.7618,3993.0655,Part-1644,1793,455,mevcut
7153.7689,1090.0,6063.7689,0.0,1.0,18.0848,0.0,14.0055,14.0055,Part-1645,22,3,mevcut
35961.5831,3555.0,32406.5831,0.0,1.0,793.2957,0.0,1299.9348,1299.9348,Part-1646,1204,84,mevcut
33140268.2847,6750.0,416223.7789,32717294.5057,0.8443,1991.4183,3.2,12874.7723,10480.0816,Part-1647,7800,121,mevcut
21736.4784,740.0,2515.8444,18480.634,0.9807,101.4798,1.4,376.607,367.3041,Part-1648,147,47,mevcut
27409.233,1830.0,25579.233,0.0,1.0,1487.7702,0.0,3043.9925,3043.9925,Part-1649,1904,300,mevcut
33613.4678,1640.0,20492.4455,11481.0223,0.9968,851.5102,0.5,1762.1174,1754.603,Part-1650,1322,153,mevcut
16311167.2113,4500.0,525979.8119,15780687.3994,0.8913,1592.0876,2.3,7131.3973,6128.4822,Part-1651,5932,57,mevcut
24056.238,2400.0,15788.1403,5868.0977,0.9932,353.3073,0.6,401.3691,397.7801,Part-1652,545,35,mevcut
20915.0808,2620.0,18295.0808,0.0,1.0,658.4077,0.0,635.0404,635.0404,Part-1653,893,94,mevcut
69464.3851,1500.0,6654.618,61309.7671,0.9786,245.5592,2.1,1616.3406,1573.1081,Part-1654,542,85,mevcut
3333.2119,545.0,2788.2119,0.0,1.0,94.9451,0.0,85.876,85.876,Part-1655,127,17,mevcut
63110.2194,2557.5,21898.0187,38654.7007,0.9906,2417.8005,0.8,8762.0287,8656.5444,Part-1656,4565,311,mevcut
1426.4106,375.0,1051.4106,0.0,1.0,61.4183,0.0,64.1306,64.1306,Part-1657,64,46,mevcut
7758.8309,1020.0,4211.0092,2527.8217,0.9964,364.4002,0.4,681.8484,678.0143,Part-1658,464,175,mevcut
891590.2269,2940.0,65486.509,823163.718,0.9735,1322.3644,2.0,9070.7306,8769.3092,Part-1659,2388,125,mevcut
7604.4034,1830.0,5774.4034,0.0,1.0,380.1486,0.0,339.4499,339.4499,Part-1660,481,121,mevcut
2363.2665,645.0,1718.2665,0.0,1.0,131.5686,0.0,108.7272,108.7272,Part-1661,153,54,mevcut
176045.3861,4215.0,28234.7752,143595.6109,0.9914,1096.7212,1.1,9215.598,9126.2555,Part-1662,2895,352,mevcut
21136.1764,1300.0,10147.39,9688.7864,0.996,502.4349,0.5,1084.6918,1078.4989,Part-1663,762,116,mevcut
256.7974,110.0,138.9658,7.8316,0.9982,20.4861,0.1,13.637,13.6039,Part-1664,12,28,mevcut
1991603.5781,5310.0,85245.2038,1901048.3743,0.9278,345.1021,3.4,1461.0197,1341.2591,Part-1665,453,62,mevcut
28768.0223,2790.0,24502.907,1475.1152,0.9991,57.4664,0.1,71.1334,71.0529,Part-1666,79,14,mevcut
1108069.3169,4530.0,100466.2396,1003073.0773,0.9565,174.6909,3.0,766.8024,725.5043,Part-1667,315,24,mevcut
47963.1046,3885.0,44078.1046,0.0,1.0,1760.5086,0.0,2032.2768,2032.2768,Part-1668,2613,145,mevcut
5953.17,615.0,5050.8047,287.3653,0.9996,270.6755,0.5,630.6176,630.2011,Part-1669,337,97,mevcut
18856.6036,4450.0,9155.8631,5250.7405,0.9967,304.0098,0.1,1334.1528,1328.9481,Part-1670,532,172,mevcut
50485.3529,1400.0,8847.5238,40237.829,0.9715,937.2661,2.5,2759.0904,2672.0652,Part-1671,1169,443,mevcut
58673.4533,2230.0,17394.6979,39048.7553,0.9904,582.0433,0.7,2560.0552,2528.8132,Part-1672,1093,127,mevcut
10818.5929,780.0,2486.1083,7552.4846,0.9861,342.9656,0.5,753.3504,737.6761,Part-1673,424,271,mevcut
4243.5295,532.5,2493.7724,1217.2572,0.9913,318.8385,0.7,253.2053,250.3079,Part-1674,420,92,mevcut
10259.0658,427.5,3049.6847,6781.8811,0.9894,273.5424,1.0,611.0836,602.7315,Part-1675,311,117,mevcut
57156.6427,2500.0,40882.6154,13774.0273,0.997,983.0252,0.5,2326.0245,2315.1099,Part-1676,1238,191,mevcut
30948.8217,2760.0,28188.8217,0.0,1.0,3403.9185,0.0,6542.7962,6542.7962,Part-1677,4546,482,mevcut
1088.9616,480.0,553.3071,55.6545,0.9982,124.3427,0.1,130.8412,130.5268,Part-1678,134,80,mevcut
246891.9738,3360.0,30535.2553,212996.7185,0.9567,112.4827,3.6,414.6461,391.279,Part-1679,207,22,mevcut
56398.11,1305.0,8740.0577,46353.0523,0.9867,763.4,0.3,2598.7653,2546.6868,Part-1680,1255,161,mevcut
49691.812,1050.0,8083.6376,40558.1744,0.9638,759.8526,2.8,3001.3282,2869.0531,Part-1681,1216,274,mevcut
91847.2362,5805.0,86042.2362,0.0,1.0,143.8251,0.0,139.3182,139.3182,Part-1682,210,8,mevcut
106410.4949,1095.0,13513.8041,91801.6908,0.9751,407.6984,1.5,1222.1672,1178.4311,Part-1683,668,103,mevcut
39468.4701,2775.0,36693.4701,0.0,1.0,402.2821,0.0,307.7532,307.7532,Part-1684,509,37,mevcut
52804.7257,1755.0,18625.2737,32424.452,0.9893,1102.2922,0.2,2590.7394,2547.0354,Part-1685,1627,277,mevcut
2633.1969,1050.0,1226.4663,356.7307,0.9917,33.3119,0.7,28.3796,28.0703,Part-1686,39,19,mevcut
3515.4798,345.0,1349.3475,1821.1322,0.9892,715.238,1.5,2453.6721,2422.1864,Part-1687,804,562,mevcut
42997.0276,1570.0,24656.2529,16770.7747,0.992,687.5808,0.7,1839.1479,1818.5642,Part-1688,948,137,mevcut
19964344.9191,38750.0,1143710.9336,18781883.9855,0.9682,3372.5847,1.8,18752.1973,17975.491,Part-1689,8176,242,mevcut
4965.2477,630.0,4335.2477,0.0,1.0,139.4041,0.0,247.3083,247.3083,Part-1690,188,40,mevcut
63037.7148,2440.0,31400.5622,29197.1526,0.9924,863.8462,0.4,1939.7666,1916.4225,Part-1691,1252,185,mevcut
33234.4068,1065.0,6287.6517,25881.755,0.9602,369.9054,3.3,1225.4843,1161.4221,Part-1692,599,95,mevcut
2133880.4406,11400.0,246306.0787,1876174.3619,0.9734,626.6087,2.0,3162.4704,3057.4735,Part-1693,1132,72,mevcut
4527.9693,810.0,3717.9693,0.0,1.0,177.1402,0.0,145.5839,145.5839,Part-1694,209,39,mevcut
14167.102,3150.0,11017.102,0.0,1.0,241.0933,0.0,331.71,331.71,Part-1695,273,76,mevcut
1339.4421,375.0,964.4421,0.0,1.0,88.6983,0.0,117.5728,117.5728,Part-1696,111,41,mevcut
312670.3405,5220.0,102842.0308,204608.3097,0.994,3761.3207,0.1,8868.4522,8784.8184,Part-1697,5169,265,mevcut
8681.2331,1845.0,6836.2331,0.0,1.0,260.4364,0.0,173.5949,173.5949,Part-1698,349,37,mevcut
3267466.3894,16100.0,204680.6244,3046685.7651,0.9568,508.4489,3.3,3866.5756,3665.3884,Part-1699,1579,51,mevcut
1300.614,262.5,1038.114,0.0,1.0,25.3614,0.0,17.3226,17.3226,Part-1700,29,12,mevcut
4593.487,500.0,1388.3562,2705.1307,0.9868,557.9569,0.7,2346.8818,2308.4403,Part-1701,786,463,mevcut
375.7643,150.0,225.7643,0.0,1.0,9.9476,0.0,7.7399,7.7399,Part-1702,9,12,mevcut
7519.3269,900.0,4770.943,1848.3839,0.9975,283.5651,0.5,600.3952,598.0096,Part-1703,363,90,mevcut
2865.2748,720.0,2145.2748,0.0,1.0,160.4989,0.0,286.3763,286.3763,Part-1704,197,79,mevcut
15886.8117,1045.0,13146.2442,1695.5675,0.9996,895.2158,0.1,2804.6848,2803.1431,Part-1705,1437,145,mevcut
38133.5624,1800.0,7617.9721,28715.5903,0.9809,415.9904,0.4,1222.3021,1189.3238,Part-1706,645,169,mevcut
245.3876,150.0,59.748,35.6396,0.9389,1.6959,7.0,0.3686,0.3456,Part-1707,0,2,mevcut
74553.4579,1327.5,13801.7868,59424.1711,0.9766,393.0453,1.6,1211.4788,1170.1532,Part-1708,674,86,mevcut
120777.8824,5820.0,89278.8861,25678.9963,0.9932,159.79,0.2,226.6685,224.758,Part-1709,399,7,mevcut
23342.6617,1365.0,21977.6617,0.0,1.0,769.6068,0.0,681.8484,681.8484,Part-1710,1161,58,mevcut
291755.4741,1390.0,15350.1956,275015.2785,0.9302,533.9703,2.9,2322.3013,2141.3857,Part-1711,754,146,mevcut
138570.7793,5520.0,94602.2285,38448.5508,0.9971,366.9167,0.2,754.4561,751.0564,Part-1712,585,27,mevcut
1837.557,660.0,1044.1193,133.4377,0.9982,183.9812,0.1,344.2413,343.4205,Part-1713,199,114,mevcut
1560.6276,900.0,660.6276,0.0,1.0,254.6612,0.0,146.6896,146.6896,Part-1714,267,302,mevcut
9383.5048,1100.0,5061.6196,3221.8852,0.9917,349.3905,0.7,248.0454,245.3496,Part-1715,480,63,mevcut
1531.5082,660.0,850.6916,20.8165,0.9997,4.7175,0.1,5.1599,5.1582,Part-1716,5,3,mevcut
734.2651,300.0,434.2651,0.0,1.0,15.4375,0.0,11.057,11.057,Part-1717,11,18,mevcut
110702.9734,1420.0,12467.2886,96815.6848,0.9376,288.3229,2.8,1359.6223,1258.2138,Part-1718,536,45,mevcut
10430.2344,1380.0,7294.5967,1755.6377,0.998,640.9854,0.5,1228.4328,1224.5346,Part-1719,685,310,mevcut
29274.5123,2310.0,14628.3707,12336.1416,0.9952,478.6748,0.3,1540.2017,1530.4656,Part-1720,715,227,mevcut
185517.4908,4360.0,125486.3767,55671.1141,0.996,546.7408,0.1,1161.7223,1154.3707,Part-1721,765,30,mevcut
9555.395,840.0,2894.1333,5821.2616,0.9709,153.2017,1.3,521.1533,507.3595,Part-1722,160,66,mevcut
36454.1091,1780.0,5682.9541,28991.155,0.9754,260.4538,1.4,866.0126,837.581,Part-1723,407,108,mevcut
164299.6653,2420.0,17688.4612,144191.2041,0.9762,579.6373,1.2,3158.2112,3062.3387,Part-1724,1153,132,mevcut
110565.9712,8600.0,101965.9712,0.0,1.0,180.4841,0.0,220.0343,220.0343,Part-1725,298,10,mevcut
20048.8552,1035.0,12601.7583,6412.0969,0.9924,463.334,0.7,473.2397,468.5413,Part-1726,699,51,mevcut
3537.5462,880.0,2657.5462,0.0,1.0,89.8049,0.0,64.1306,64.1306,Part-1727,106,17,mevcut
2265.4292,405.0,1860.4292,0.0,1.0,9.3061,0.0,6.2656,6.2656,Part-1728,12,2,mevcut
12576.1039,440.0,2187.7609,9948.3431,0.9801,506.0245,0.9,1267.9172,1229.3143,Part-1729,641,334,mevcut
1421441.8648,10320.0,298789.4318,1112332.433,0.9673,606.8093,1.7,2165.9812,2071.1767,Part-1730,1068,66,mevcut
66753.3916,975.0,3455.694,62322.6977,0.9455,107.8152,2.5,599.2558,566.713,Part-1731,105,83,mevcut
2623909.0594,6735.0,218341.2687,2398832.7907,0.9388,1427.831,1.5,5122.3401,4737.0511,Part-1732,2186,99,mevcut
1892.0281,430.0,1462.0281,0.0,1.0,50.3914,0.0,70.7648,70.7648,Part-1733,47,26,mevcut
3866034.3273,4490.0,414973.8293,3446570.498,0.9586,1262.3573,0.9,3865.5276,3628.2022,Part-1734,2848,38,mevcut
32633.9875,3200.0,29433.9875,0.0,1.0,239.9336,0.0,252.4682,252.4682,Part-1735,339,31,mevcut
903.2162,375.0,352.5696,175.6466,0.9932,33.6743,0.6,39.8052,39.4493,Part-1736,35,30,mevcut
2350934.309,11310.0,317971.0219,2021653.2871,0.9785,670.2977,1.6,3974.4637,3873.7281,Part-1737,1250,88,mevcut
17457.5622,660.0,2750.5266,14047.0356,0.9812,131.1032,0.4,376.6752,365.5366,Part-1738,188,65,mevcut
10294.0458,520.0,1183.1309,8590.9149,0.9693,83.4913,1.2,252.8368,245.9328,Part-1739,77,55,mevcut
14987.1359,2650.0,10136.2533,2200.8825,0.9989,264.0357,0.5,565.3813,564.3768,Part-1740,299,125,mevcut
75085.575,1515.0,15744.5521,57826.0229,0.9823,317.4451,0.9,923.6282,899.3436,Part-1741,531,56,mevcut
1934.5243,410.0,1524.5243,0.0,1.0,492.4856,0.0,494.248,494.248,Part-1742,580,233,mevcut
20508.2547,560.0,2925.2113,17023.0434,0.9701,282.8048,1.1,852.3394,817.4568,Part-1743,381,157,mevcut
153.9551,150.0,0.43,3.5251,0.808,0.5284,10.2,0.7653,0.6169,Part-1744,0,1,mevcut
3739.9326,1170.0,2569.9326,0.0,1.0,127.6994,0.0,90.2988,90.2988,Part-1745,165,30,mevcut
8634925.2705,6435.0,286454.6818,8342035.5888,0.8788,923.3903,3.0,5850.8558,5009.0253,Part-1746,2408,54,mevcut
66870.3435,5130.0,58712.543,3027.8006,0.9996,89.5266,0.2,168.0664,167.9579,Part-1747,130,13,mevcut
675.3211,400.0,275.3211,0.0,1.0,114.4922,0.0,123.8384,123.8384,Part-1748,70,118,mevcut
3331.6306,840.0,2205.208,286.4226,0.9961,4.6149,0.1,2.9485,2.9333,Part-1749,6,1,mevcut
328001.046,2640.0,60972.5914,264388.4546,0.9844,1092.5729,0.3,3101.4889,3025.1457,Part-1750,1780,133,mevcut
8737.8113,2250.0,4925.4132,1562.3981,0.9926,271.3278,0.7,170.2778,168.6219,Part-1751,354,67,mevcut
825.9145,260.0,565.9145,0.0,1.0,25.4332,0.0,18.0598,18.0598,Part-1752,21,15,mevcut
1177.2258,495.0,682.2258,0.0,1.0,58.8162,0.0,31.3282,31.3282,Part-1753,65,27,mevcut
6077.5191,570.0,1774.2847,3733.2344,0.9881,466.6889,0.5,1179.8974,1157.8138,Part-1754,649,173,mevcut
3416.2895,730.0,2686.2895,0.0,1.0,73.3967,0.0,93.2474,93.2474,Part-1755,75,21,mevcut
61177.5503,1570.0,10573.8092,49033.7411,0.9892,272.2152,0.9,1953.0604,1928.5959,Part-1756,630,134,mevcut
61284.91,2640.0,22064.5508,36580.3592,0.9961,1997.7475,0.6,12001.638,11942.1587,Part-1757,3372,685,mevcut
1922.8052,420.0,1502.8052,0.0,1.0,99.6461,0.0,63.0249,63.0249,Part-1758,112,40,mevcut
3186.777,1000.0,824.2988,1362.4782,0.9843,235.6197,1.4,533.1253,522.2325,Part-1759,210,399,mevcut
109991.7359,3165.0,53417.2653,53409.4706,0.9925,108.0966,0.1,242.5169,239.6542,Part-1760,174,7,mevcut
17569.2171,1460.0,4996.721,11112.496,0.9887,150.916,1.2,449.9333,443.673,Part-1761,231,81,mevcut
457911.67,6820.0,284273.1793,166818.4907,0.9946,708.5923,0.1,1529.9204,1516.8325,Part-1762,1322,30,mevcut
19275.3533,1180.0,5976.2774,12119.0758,0.9904,298.8438,0.5,755.1932,744.0584,Part-1763,417,162,mevcut
6316.0827,1920.0,4150.2435,245.8392,0.9998,149.6901,0.1,525.3293,525.2181,Part-1764,217,86,mevcut
177962.5542,3697.5,93873.3728,80391.6813,0.9957,284.0133,0.1,584.9154,581.6518,Part-1765,513,18,mevcut
6001.5448,570.0,1928.1785,3503.3663,0.9886,106.4645,0.6,273.1079,269.8418,Part-1766,105,49,mevcut
141.7664,75.0,42.4639,24.3026,0.9389,2.4696,7.0,0.7371,0.6912,Part-1767,1,3,mevcut
3095491.4682,9120.0,270846.4655,2815525.0027,0.9625,372.5317,2.1,1929.4974,1839.1679,Part-1768,717,38,mevcut
10196.4722,1820.0,8376.4722,0.0,1.0,239.679,0.0,147.7953,147.7953,Part-1769,310,45,mevcut
24965.974,900.0,2263.7704,21802.2035,0.9654,364.1593,3.2,2167.031,2073.6277,Part-1770,698,254,mevcut
1263.6235,360.0,903.6235,0.0,1.0,452.4581,0.0,578.6497,578.6497,Part-1771,523,251,mevcut
126249.8371,3247.5,123002.3371,0.0,1.0,182.7714,0.0,303.699,303.699,Part-1772,222,9,mevcut
3384.4695,520.0,1357.8119,1506.6576,0.9931,121.9159,0.7,568.1209,563.1613,Part-1773,151,121,mevcut
4453.7848,640.0,3634.2774,179.5073,0.9996,183.2994,0.1,259.471,259.3286,Part-1774,240,68,mevcut
1256771.8786,4012.5,97895.7631,1154863.6155,0.9695,271.3473,2.0,1825.8234,1755.9918,Part-1775,670,36,mevcut
3249.1388,540.0,2709.1388,0.0,1.0,67.3248,0.0,84.4018,84.4018,Part-1776,84,26,mevcut
401275.8862,3900.0,45009.7359,352366.1503,0.9578,166.0063,1.7,563.1699,539.8554,Part-1777,177,35,mevcut
1447.9385,310.0,626.9371,511.0015,0.9931,121.4994,0.6,206.0288,204.1754,Part-1778,134,108,mevcut
63482.279,740.0,3860.5539,58881.7251,0.9368,344.8947,1.3,1291.3547,1196.3918,Part-1779,439,161,mevcut
1502.9122,440.0,1062.9122,0.0,1.0,227.5139,0.0,214.1373,214.1373,Part-1780,243,92,mevcut
2421.2889,850.0,1571.2889,0.0,1.0,436.6251,0.0,457.3913,457.3913,Part-1781,326,466,mevcut
21401.2512,2160.0,8851.1501,10390.101,0.9925,312.801,0.4,737.8706,729.1669,Part-1782,458,85,mevcut
19583.9993,1200.0,18383.9993,0.0,1.0,474.5763,0.0,455.1799,455.1799,Part-1783,652,56,mevcut
9073.8221,1480.0,7593.8221,0.0,1.0,301.7424,0.0,350.1384,350.1384,Part-1784,354,80,mevcut
9428.0501,1420.0,8008.0501,0.0,1.0,257.4746,0.0,253.5739,253.5739,Part-1785,298,68,mevcut
2297.4568,1000.0,1297.4568,0.0,1.0,9.9357,0.0,7.0028,7.0028,Part-1786,10,9,mevcut
39841.7476,2760.0,19844.9888,17236.7589,0.9943,1167.9608,0.2,3335.6864,3311.0386,Part-1787,1751,439,mevcut
24904.1253,550.0,5945.8399,18408.2854,0.9695,171.4677,1.7,569.4356,552.3596,Part-1788,188,48,mevcut
10770.8501,1200.0,9570.8501,0.0,1.0,279.0696,0.0,346.0841,346.0841,Part-1789,391,52,mevcut
474.5473,340.0,134.5473,0.0,1.0,9.0069,0.0,5.8971,5.8971,Part-1790,9,11,mevcut
151480.1086,11400.0,140080.1086,0.0,1.0,211.4059,0.0,152.5866,152.5866,Part-1791,305,17,mevcut
225891.8022,3350.0,68754.6863,153787.1158,0.9897,142.7301,0.2,351.9812,346.3249,Part-1792,281,7,mevcut
1767752.4721,4870.0,131776.6469,1631105.8252,0.9508,931.9602,2.6,7336.4253,6915.5208,Part-1793,1353,119,mevcut
307385.1004,3960.0,98199.6477,205225.4528,0.9874,159.2209,0.1,432.6973,424.0645,Part-1794,272,13,mevcut
62422.8734,1520.0,25246.6761,35656.1973,0.9782,105.9223,0.3,324.3387,316.8441,Part-1795,120,20,mevcut
21020.6762,2100.0,13894.3691,5026.3071,0.9958,441.4755,0.1,605.5551,602.1847,Part-1796,672,52,mevcut
