parca_no,mevcut_r,mevcut_Q,onerilen_r,onerilen_Q,optimize_maliyet,servis_seviyesi,ortalama_stok,stoksuz_gun,hedef_servis_saglandir,r_degisimi,Q_degisimi,mevcut_maliyet,maliyet_tasarrufu,tasarruf_orani
Part-1589,641,38,213,198,99749.88,0.991,191.2158,0.7,True,-428,160,148941.1949,49191.31,33.03
Part-1590,52,5,23,22,24856.74,0.9914,20.1946,0.7,True,-29,17,31695.8095,6839.07,21.58
Part-1591,0,1,0,1,157.28,0.808,0.5284,10.2,False,0,0,157.2805,0.0,0.0
Part-1592,1286,106,479,637,16572.84,1.0,540.4385,0.0,True,-807,531,31021.8938,14449.05,46.58
Part-1593,548,240,770,274,9732.31,1.0,459.9758,0.0,True,222,34,70479.1993,60746.89,86.19
Part-1594,401,62,487,213,19428.15,0.998,410.7201,0.1,True,86,151,71270.7091,51842.56,72.74
Part-1595,219,98,291,116,3238.44,1.0,224.6069,0.0,True,72,18,18666.1705,15427.73,82.65
Part-1596,2388,199,2323,1123,85662.91,1.0,1880.3863,0.0,True,-65,924,186861.465,101198.56,54.16
Part-1597,23,18,9,23,377.38,1.0,15.4774,0.0,True,-14,5,617.3671,239.99,38.87
Part-1598,135,10,60,36,7153.68,1.0,51.3493,0.0,True,-75,26,14130.3654,6976.69,49.37
Part-1599,121,122,89,190,1324.36,1.0,160.9339,0.0,True,-32,68,2292.6696,968.31,42.24
Part-1600,1482,84,1654,760,37123.96,1.0,1346.8598,0.0,True,172,676,110218.6918,73094.73,66.32
Part-1601,795,124,304,238,11928.61,1.0,271.0529,0.0,True,-491,114,26831.8031,14903.19,55.54
Part-1602,17,2,5,3,3621.6,0.9932,3.8263,1.3,True,-12,1,6369.8204,2748.22,43.14
Part-1603,85,8,46,19,11343.9,1.0,38.4828,0.0,True,-39,11,19973.5961,8629.7,43.21
Part-1604,98,11,39,28,2601.74,1.0,35.3168,0.0,True,-59,17,5706.7341,3104.99,54.41
Part-1605,423,48,181,83,3205.86,1.0,145.5187,0.0,True,-242,35,7113.3392,3907.48,54.93
Part-1606,1900,290,760,590,4076.78,0.9995,673.7435,0.1,True,-1140,300,8939.9456,4863.17,54.4
Part-1607,1068,97,695,135,26406.54,0.9962,463.9985,0.1,True,-373,38,37412.2943,11005.75,29.42
Part-1608,1733,186,1723,1074,17826.02,1.0,1493.896,0.0,True,-10,888,43625.7881,25799.77,59.14
Part-1609,129,61,56,62,1103.78,1.0,61.9266,0.0,True,-73,1,2040.4317,936.65,45.9
Part-1610,674,93,404,308,4370.14,1.0,357.6026,0.0,True,-270,215,6394.837,2024.7,31.66
Part-1611,341,37,498,572,379691.25,1.0,624.688,0.0,True,157,535,4860170.317,4480479.07,92.19
Part-1612,292,41,415,152,121028.67,1.0,345.0805,0.0,True,123,111,830254.8944,709226.22,85.42
Part-1613,2419,846,1390,1444,2438.07,1.0,1445.2636,0.0,True,-1029,598,3742.698,1304.63,34.86
Part-1614,713,125,461,357,7513.39,0.9983,401.9646,0.1,True,-252,232,9613.136,2099.75,21.84
Part-1615,101,33,32,34,1236.12,1.0,36.5825,0.0,True,-69,1,2701.2812,1465.16,54.24
Part-1616,1083,149,350,279,4407.36,1.0,316.4736,0.0,True,-733,130,11632.5566,7225.2,62.11
Part-1617,846,20,455,358,181564.01,1.0,411.0207,0.0,True,-391,338,201012.3908,19448.38,9.68
Part-1618,1465,172,727,567,12888.81,1.0,653.6421,0.0,True,-738,395,21335.9114,8447.1,39.59
Part-1619,634,182,757,474,23413.07,1.0,670.2821,0.0,True,123,292,87281.6866,63868.62,73.18
Part-1620,220,91,204,157,5206.14,1.0,180.1018,0.0,True,-16,66,12939.0746,7732.93,59.76
Part-1621,1,1,0,1,218.58,0.8205,0.663,20.0,False,-1,0,319.8021,101.22,31.65
Part-1622,101,62,139,146,5287.95,1.0,171.94,0.0,True,38,84,57251.7245,51963.77,90.76
Part-1623,217,176,252,207,3947.18,1.0,224.8883,0.0,True,35,31,4770.702,823.52,17.26
Part-1624,13,19,3,8,360.35,0.9843,5.5197,1.2,True,-10,-11,323.327,-37.02,-11.45
Part-1625,512,121,390,192,15047.02,0.9948,308.9295,0.1,True,-122,71,17576.9549,2529.93,14.39
Part-1626,96,16,34,25,807.56,0.9999,29.409,0.2,True,-62,9,1993.3237,1185.76,59.49
Part-1627,270,122,134,174,3337.59,0.996,139.6685,0.1,True,-136,52,4690.9895,1353.4,28.85
Part-1628,328,24,223,95,28475.48,1.0,182.6257,0.0,True,-105,71,38135.745,9660.27,25.33
Part-1629,158,251,81,215,239.9,0.9999,137.3908,0.1,True,-77,-36,326.895,86.99,26.61
Part-1630,815,154,995,658,13963.52,1.0,942.6473,0.0,True,180,504,167182.8619,153219.34,91.65
Part-1631,29,11,7,12,405.96,1.0,10.7666,0.0,True,-22,1,1026.0467,620.09,60.43
Part-1632,164,72,99,68,2528.77,1.0,87.5846,0.0,True,-65,-4,3778.8299,1250.06,33.08
Part-1633,336,105,223,174,3813.61,1.0,200.9896,0.0,True,-113,69,5266.0329,1452.42,27.58
Part-1634,500,107,457,247,10766.73,0.9935,358.254,0.3,True,-43,140,15767.4833,5000.75,31.72
Part-1635,581,40,463,615,160095.68,0.9997,516.9269,0.2,True,-118,575,1058114.6557,898018.98,84.87
Part-1636,151,15,181,112,120131.52,0.992,136.8414,0.7,True,30,97,356685.5328,236554.01,66.32
Part-1637,1593,117,1883,580,32313.12,0.9993,1240.4441,0.2,True,290,463,96167.5373,63854.42,66.4
Part-1638,181,25,32,43,1592.61,1.0,36.1308,0.0,True,-149,18,6547.8563,4955.25,75.68
Part-1639,686,150,911,272,6309.46,1.0,606.048,0.0,True,225,122,43698.1484,37388.69,85.56
Part-1640,1000,139,960,252,40617.16,0.9909,585.5707,1.3,True,-40,113,55516.777,14899.62,26.84
Part-1641,94,15,35,39,31133.8,0.9943,33.598,0.1,True,-59,24,50831.1818,19697.38,38.75
Part-1642,30,15,11,13,540.09,0.9987,11.1101,0.1,True,-19,-2,1009.7955,469.71,46.52
Part-1643,0,1,0,1,206.4,0.808,0.5284,10.2,False,0,0,206.4023,0.0,0.0
Part-1644,1793,455,1845,1426,21952.27,1.0,1589.7505,0.0,True,52,971,32444.6529,10492.38,32.34
Part-1645,22,3,7,7,2819.06,1.0,7.5726,0.0,True,-15,4,7153.7689,4334.71,60.59
Part-1646,1204,84,683,535,25786.34,1.0,618.7513,0.0,True,-521,451,35961.5831,10175.24,28.29
Part-1647,7800,121,7226,6202,3037737.99,0.9926,6390.7755,0.7,True,-574,6081,33140268.2847,30102530.29,90.83
Part-1648,147,47,187,59,4046.96,1.0,135.004,0.0,True,40,12,21736.4784,17689.52,81.38
Part-1649,1904,300,1069,1177,20652.25,1.0,1176.7724,0.0,True,-835,877,27409.233,6756.98,24.65
Part-1650,1322,153,1322,239,34182.99,0.9968,907.0488,0.1,True,0,86,33613.4678,-569.52,-1.69
Part-1651,5932,57,4249,2120,1102058.09,1.0,3335.1675,0.0,True,-1683,2063,16311167.2113,15209109.12,93.24
Part-1652,545,35,218,192,14966.61,0.9932,196.6695,0.6,True,-327,157,24056.238,9089.63,37.78
Part-1653,893,94,327,368,10262.87,1.0,353.5077,0.0,True,-566,274,20915.0808,10652.21,50.93
Part-1654,542,85,703,291,29610.59,0.994,444.0678,0.4,True,161,206,69464.3851,39853.8,57.37
Part-1655,127,17,46,33,1374.18,1.0,41.0051,0.0,True,-81,16,3333.2119,1959.03,58.77
Part-1656,4565,311,4302,1087,58084.65,0.9917,2597.8593,0.7,True,-263,776,63110.2194,5025.57,7.96
Part-1657,64,46,36,36,971.03,1.0,36.5694,0.0,True,-28,-10,1426.4106,455.38,31.92
Part-1658,464,175,387,262,4737.21,1.0,351.0913,0.0,True,-77,87,7758.8309,3021.62,38.94
Part-1659,2388,125,2696,1208,101504.37,1.0,2042.3,0.0,True,308,1083,891590.2269,790085.86,88.62
Part-1660,481,121,217,138,3840.84,1.0,185.7053,0.0,True,-264,17,7604.4034,3763.56,49.49
Part-1661,153,54,56,65,1179.77,1.0,65.0674,0.0,True,-97,11,2363.2665,1183.5,50.08
Part-1662,2895,352,3000,2128,106935.29,0.9966,1849.299,0.5,True,105,1776,176045.3861,69110.1,39.26
Part-1663,762,116,586,458,15620.61,0.9978,508.7779,0.1,True,-176,342,21136.1764,5515.57,26.1
Part-1664,12,28,7,12,257.27,0.9982,8.7616,0.1,True,-5,-16,256.7974,-0.47,-0.18
Part-1665,453,62,563,382,135157.25,1.0,542.1839,0.0,True,110,320,1991603.5781,1856446.33,93.21
Part-1666,79,14,36,29,16126.59,0.9991,31.9697,0.1,True,-43,15,28768.0223,12641.43,43.94
Part-1667,315,24,359,272,177364.14,1.0,307.4883,0.0,True,44,248,1108069.3169,930705.18,83.99
Part-1668,2613,145,1179,580,24145.75,1.0,938.0363,0.0,True,-1434,435,47963.1046,23817.35,49.66
Part-1669,337,97,310,203,5646.31,1.0,286.11,0.0,True,-27,106,5953.17,306.86,5.15
Part-1670,532,172,482,318,17268.35,0.9967,314.3609,0.1,True,-50,146,18856.6036,1588.25,8.42
Part-1671,1169,443,986,1230,11265.97,1.0,1136.2605,0.0,True,-183,787,50485.3529,39219.38,77.68
Part-1672,1093,127,1176,336,49387.69,0.9934,724.6821,0.4,True,83,209,58673.4533,9285.76,15.83
Part-1673,424,271,373,473,5252.56,0.9957,378.8109,0.1,True,-51,202,10818.5929,5566.03,51.45
Part-1674,420,92,129,119,2360.34,0.9913,115.4156,1.4,True,-291,27,4243.5295,1883.19,44.38
Part-1675,311,117,232,218,2915.49,1.0,241.3243,0.0,True,-79,101,10259.0658,7343.58,71.58
Part-1676,1238,191,1010,816,43383.83,1.0,1028.2592,0.0,True,-228,625,57156.6427,13772.81,24.1
Part-1677,4546,482,2192,2701,21568.3,0.9991,2279.9954,0.2,True,-2354,2219,30948.8217,9380.52,30.31
Part-1678,134,80,74,83,722.34,0.9982,72.2915,0.1,True,-60,3,1088.9616,366.62,33.67
Part-1679,207,22,202,195,94448.46,0.9906,177.4486,1.4,True,-5,173,246891.9738,152443.51,61.75
Part-1680,1255,161,1243,975,12574.43,1.0,1076.6955,0.0,True,-12,814,56398.11,43823.68,77.7
Part-1681,1216,274,1640,768,14775.46,0.9994,1268.9994,0.1,True,424,494,49691.812,34916.35,70.27
Part-1682,210,8,66,44,36657.5,1.0,60.2474,0.0,True,-144,36,91847.2362,55189.74,60.09
Part-1683,668,103,697,389,37812.15,0.9942,543.595,0.1,True,29,286,106410.4949,68598.34,64.47
Part-1684,509,37,105,112,11136.38,0.9998,113.0746,0.2,True,-404,75,39468.4701,28332.09,71.78
Part-1685,1627,277,1343,1053,20625.12,1.0,1192.2405,0.0,True,-284,776,52804.7257,32179.61,60.94
Part-1686,39,19,14,19,1567.44,0.9917,14.143,0.7,True,-25,0,2633.1969,1065.76,40.47
Part-1687,804,562,829,1081,2015.08,1.0,964.7544,0.0,True,25,519,3515.4798,1500.4,42.68
Part-1688,948,137,634,824,26643.09,1.0,735.7364,0.0,True,-314,687,42997.0276,16353.94,38.04
Part-1689,8176,242,9147,2430,5099923.3,0.9947,5768.2444,0.3,True,971,2188,19964344.9191,14864421.62,74.45
Part-1690,188,40,143,95,4236.59,1.0,128.0319,0.0,True,-45,55,4965.2477,728.66,14.68
Part-1691,1252,185,1235,421,36692.39,0.9998,956.696,0.1,True,-17,236,63037.7148,26345.32,41.79
Part-1692,599,95,664,550,10753.66,0.9992,588.0039,0.1,True,65,455,33234.4068,22480.75,67.64
Part-1693,1132,72,1497,459,410107.17,1.0,1037.6749,0.0,True,365,387,2133880.4406,1723773.27,80.78
Part-1694,209,39,44,59,1325.43,0.9999,49.5909,0.2,True,-165,20,4527.9693,3202.54,70.73
Part-1695,273,76,139,122,7845.24,1.0,137.7622,0.0,True,-134,46,14167.102,6321.86,44.62
Part-1696,111,41,60,47,838.71,1.0,53.6828,0.0,True,-51,6,1339.4421,500.73,37.38
Part-1697,5169,265,4017,3110,109183.63,1.0,3975.1529,0.0,True,-1152,2845,312670.3405,203486.71,65.08
Part-1698,349,37,114,48,3145.9,1.0,92.9898,0.0,True,-235,11,8681.2331,5535.33,63.76
Part-1699,1579,51,1547,498,1553744.9,0.9832,863.993,1.6,True,-32,447,3267466.3894,1713721.49,52.45
Part-1700,29,12,9,10,626.01,0.9989,10.3329,0.3,True,-20,-2,1300.614,674.6,51.87
Part-1701,786,463,970,491,2276.43,1.0,705.8809,0.0,True,184,28,4593.487,2317.06,50.44
Part-1702,9,12,3,8,269.5,0.9982,5.1894,1.2,True,-6,-4,375.7643,106.26,28.28
Part-1703,363,90,293,161,4909.68,1.0,263.2816,0.0,True,-70,71,7519.3269,2609.65,34.71
Part-1704,197,79,175,81,2564.15,1.0,141.3367,0.0,True,-22,2,2865.2748,301.12,10.51
Part-1705,1437,145,1387,370,14626.52,1.0,967.4172,0.0,True,-50,225,15886.8117,1260.29,7.93
Part-1706,645,169,501,731,17401.38,0.9943,539.881,0.1,True,-144,562,38133.5624,20732.18,54.37
Part-1707,0,2,0,1,212.9,0.9389,0.7737,7.0,False,0,-1,245.3876,32.49,13.24
Part-1708,674,86,662,590,39408.82,0.9919,589.2424,0.7,True,-12,504,74553.4579,35144.64,47.14
Part-1709,399,7,136,57,83089.39,0.9935,100.6981,0.2,True,-263,50,120777.8824,37688.49,31.2
Part-1710,1161,58,358,266,9193.44,1.0,315.9801,0.0,True,-803,208,23342.6617,14149.22,60.62
Part-1711,754,146,1152,330,27150.19,1.0,916.267,0.0,True,398,184,291755.4741,264605.28,90.69
Part-1712,585,27,436,214,91060.0,1.0,350.56,0.0,True,-149,187,138570.7793,47510.78,34.29
Part-1713,199,114,140,179,1417.75,0.9982,157.5845,0.1,True,-59,65,1837.557,419.81,22.85
Part-1714,267,302,58,152,887.7,0.9993,100.5695,0.3,True,-209,-150,1560.6276,672.93,43.12
Part-1715,480,63,134,176,5387.95,0.9917,133.6416,0.7,True,-346,113,9383.5048,3995.55,42.58
Part-1716,5,3,3,4,1045.46,0.9997,3.3531,0.1,True,-2,1,1531.5082,486.05,31.74
Part-1717,11,18,2,10,435.34,1.0,6.233,0.0,True,-9,-8,734.2651,298.93,40.71
Part-1718,536,45,633,540,23921.7,0.9999,545.0983,0.1,True,97,495,110702.9734,86781.27,78.39
Part-1719,685,310,565,431,7308.49,1.0,555.2136,0.0,True,-120,121,10430.2344,3121.74,29.93
Part-1720,715,227,683,515,18611.77,1.0,573.6808,0.0,True,-32,288,29274.5123,10662.74,36.42
Part-1721,765,30,611,182,118412.13,1.0,512.825,0.0,True,-154,152,185517.4908,67105.36,36.17
Part-1722,160,66,188,122,4365.76,1.0,203.5763,0.0,True,28,56,9555.395,5189.64,54.31
Part-1723,407,108,425,344,8853.39,1.0,375.5089,0.0,True,18,236,36454.1091,27600.72,75.71
Part-1724,1153,132,1395,479,66915.45,0.9936,894.3317,0.4,True,242,347,164299.6653,97384.22,59.27
Part-1725,298,10,119,91,60604.91,1.0,106.0696,0.0,True,-179,81,110565.9712,49961.06,45.19
Part-1726,699,51,264,227,12922.76,0.9924,233.4973,0.7,True,-435,176,20048.8552,7126.1,35.54
Part-1727,106,17,24,26,1048.3,1.0,26.3005,0.0,True,-82,9,3537.5462,2489.25,70.37
Part-1728,12,2,4,4,938.54,1.0,4.1195,0.0,True,-8,2,2265.4292,1326.89,58.57
Part-1729,641,334,633,467,2828.79,1.0,577.9644,0.0,True,-8,133,12576.1039,9747.31,77.51
Part-1730,1068,66,1164,966,507132.72,1.0,1028.1044,0.0,True,96,900,1421441.8648,914309.14,64.32
Part-1731,105,83,169,127,6756.0,1.0,186.9149,0.0,True,64,44,66753.3916,59997.39,89.88
Part-1732,2186,99,1744,2029,301225.14,1.0,1967.1972,0.0,True,-442,1930,2623909.0594,2322683.92,88.52
Part-1733,47,26,19,32,1076.12,1.0,28.4736,0.0,True,-28,6,1892.0281,815.91,43.12
Part-1734,2848,38,2505,1125,674740.19,1.0,2051.9169,0.0,True,-343,1087,3866034.3273,3191294.14,82.55
Part-1735,339,31,130,99,14979.77,1.0,116.5658,0.0,True,-209,68,32633.9875,17654.22,54.1
Part-1736,35,30,19,26,728.08,0.9932,19.8121,0.6,True,-16,-4,903.2162,175.14,19.39
Part-1737,1250,88,1453,531,457033.78,1.0,958.7686,0.0,True,203,443,2350934.309,1893900.53,80.56
Part-1738,188,65,186,147,3823.48,1.0,166.0395,0.0,True,-2,82,17457.5622,13634.08,78.1
Part-1739,77,55,56,119,1616.72,1.0,97.1528,0.0,True,-21,64,10294.0458,8677.33,84.29
Part-1740,299,125,233,221,10390.48,1.0,232.8874,0.0,True,-66,96,14987.1359,4596.66,30.67
Part-1741,531,56,648,126,33442.69,0.9961,432.5893,0.1,True,117,70,75085.575,41642.88,55.46
Part-1742,580,233,288,276,1133.24,1.0,291.7833,0.0,True,-292,43,1934.5243,801.28,41.42
Part-1743,381,157,491,236,4526.19,1.0,394.0792,0.0,True,110,79,20508.2547,15982.06,77.93
Part-1744,0,1,0,1,153.96,0.808,0.5284,10.2,False,0,0,153.9551,-0.0,-0.0
Part-1745,165,30,46,36,1343.29,1.0,41.4061,0.0,True,-119,6,3739.9326,2396.64,64.08
Part-1746,2408,54,3646,819,945986.19,0.9973,2454.5889,0.1,True,1238,765,8634925.2705,7688939.08,89.04
Part-1747,130,13,101,48,54697.14,1.0,81.391,0.0,True,-29,35,66870.3435,12173.2,18.2
Part-1748,70,118,27,108,450.99,1.0,71.1078,0.0,True,-43,-10,675.3211,224.33,33.22
Part-1749,6,1,2,2,1442.07,0.9961,1.9371,0.1,True,-4,1,3331.6306,1889.56,56.72
Part-1750,1780,133,1633,1279,82364.82,1.0,1469.9886,0.0,True,-147,1146,328001.046,245636.23,74.89
Part-1751,354,67,93,121,3923.37,0.9926,93.7022,0.7,True,-261,54,8737.8113,4814.44,55.1
Part-1752,21,15,4,15,346.21,0.9998,9.6023,0.1,True,-17,0,825.9145,479.7,58.08
Part-1753,65,27,12,34,432.55,1.0,21.7729,0.0,True,-53,7,1177.2258,744.68,63.26
Part-1754,649,173,682,327,2420.97,1.0,549.9869,0.0,True,33,154,6077.5191,3656.55,60.17
Part-1755,75,21,21,43,1547.79,1.0,35.7312,0.1,True,-54,22,3416.2895,1868.5,54.69
Part-1756,630,134,689,244,44784.51,0.9935,360.4705,0.3,True,59,110,61177.5503,16393.04,26.8
Part-1757,3372,685,3545,1454,28543.92,1.0,2467.5985,0.0,True,173,769,61284.91,32740.99,53.42
Part-1758,112,40,36,35,796.0,1.0,37.5294,0.0,True,-76,-5,1922.8052,1126.81,58.6
Part-1759,210,399,145,471,2446.79,0.9915,259.8999,1.0,True,-65,72,3186.777,739.99,23.22
Part-1760,174,7,145,69,58470.43,1.0,117.6394,0.0,True,-29,62,109991.7359,51521.31,46.84
Part-1761,231,81,214,161,17403.16,0.9887,167.0427,1.2,True,-17,80,17569.2171,166.06,0.95
Part-1762,1322,30,790,606,289187.98,1.0,720.0206,0.0,True,-532,576,457911.67,168723.69,36.85
Part-1763,417,162,408,316,9665.58,0.9983,355.7373,0.1,True,-9,154,19275.3533,9609.77,49.86
Part-1764,217,86,230,135,6320.76,1.0,180.3665,0.0,True,13,49,6316.0827,-4.68,-0.07
Part-1765,513,18,364,149,170799.4,0.9957,272.28,0.1,True,-149,131,177962.5542,7163.15,4.03
Part-1766,105,49,71,108,2162.41,1.0,105.5938,0.0,True,-34,59,6001.5448,3839.13,63.97
Part-1767,1,3,0,1,121.28,0.9331,0.6316,7.7,False,-1,-2,141.7664,20.49,14.45
Part-1768,717,38,921,260,448244.27,1.0,614.2201,0.0,True,204,222,3095491.4682,2647247.2,85.52
Part-1769,310,45,95,40,3622.36,1.0,76.7512,0.0,True,-215,-5,10196.4722,6574.11,64.47
Part-1770,698,254,932,387,9786.37,0.9916,575.8954,1.0,True,234,133,24965.974,15179.6,60.8
Part-1771,523,251,284,343,901.54,0.9992,313.0925,0.3,True,-239,92,1263.6235,362.08,28.65
Part-1772,222,9,97,86,81128.89,0.9999,118.4469,0.7,True,-125,77,126249.8371,45120.95,35.74
Part-1773,151,121,179,116,2329.16,0.9992,141.8086,0.2,True,28,-5,3384.4695,1055.31,31.18
Part-1774,240,68,141,115,2963.99,0.9996,124.8039,0.1,True,-99,47,4453.7848,1489.79,33.45
Part-1775,670,36,761,225,669483.07,0.9864,432.2773,1.1,True,91,189,1256771.8786,587288.81,46.73
Part-1776,84,26,50,32,2094.29,1.0,43.5959,0.0,True,-34,6,3249.1388,1154.85,35.54
Part-1777,177,35,247,86,67398.55,1.0,241.0574,0.0,True,70,51,401275.8862,333877.34,83.2
Part-1778,134,108,114,147,1326.19,0.9931,115.3461,0.6,True,-20,39,1447.9385,121.75,8.41
Part-1779,439,161,399,512,5324.0,1.0,450.6218,0.0,True,-40,351,63482.279,58158.28,91.61
Part-1780,243,92,77,126,728.39,0.9995,105.3484,0.2,True,-166,34,1502.9122,774.52,51.53
Part-1781,326,466,183,349,1728.89,1.0,272.0106,0.0,True,-143,-117,2421.2889,692.4,28.6
Part-1782,458,85,366,300,9860.79,1.0,325.1572,0.0,True,-92,215,21401.2512,11540.46,53.92
Part-1783,652,56,265,254,10894.52,1.0,276.7851,0.0,True,-387,198,19583.9993,8689.48,44.37
Part-1784,354,80,119,136,3780.97,1.0,127.1913,0.0,True,-235,56,9073.8221,5292.85,58.33
Part-1785,298,68,81,104,3392.61,0.9999,88.7828,0.2,True,-217,36,9428.0501,6035.44,64.02
Part-1786,10,9,3,7,1311.21,0.9994,4.9248,0.2,True,-7,-2,2297.4568,986.25,42.93
Part-1787,1751,439,1617,487,30492.23,0.9967,1065.6873,0.1,True,-134,48,39841.7476,9349.52,23.47
Part-1788,188,48,134,234,7377.52,1.0,209.1502,0.0,True,-54,186,24904.1253,17526.61,70.38
Part-1789,391,52,179,144,5844.22,1.0,160.7851,0.0,True,-212,92,10770.8501,4926.63,45.74
Part-1790,9,11,3,6,351.41,0.9966,4.9513,1.1,True,-6,-5,474.5473,123.14,25.95
Part-1791,305,17,91,42,50913.93,1.0,73.4426,0.0,True,-214,25,151480.1086,100566.18,66.39
Part-1792,281,7,190,147,90545.49,0.9992,167.3793,0.1,True,-91,140,225891.8022,135346.31,59.92
Part-1793,1353,119,1649,1024,231829.42,1.0,1622.191,0.1,True,296,905,1767752.4721,1535923.05,86.89
Part-1794,272,13,232,182,129437.55,1.0,209.3187,0.0,True,-40,169,307385.1004,177947.55,57.89
Part-1795,120,20,76,133,29018.34,1.0,120.7394,0.0,True,-44,113,62422.8734,33404.53,53.51
Part-1796,672,52,414,158,15312.03,0.9958,308.7044,0.1,True,-258,106,21020.6762,5708.65,27.16
Part-1797,428,111,468,263,12197.84,0.9999,481.2235,0.1,True,40,152,52856.1311,40658.29,76.92
Part-1798,115,366,63,220,1090.93,1.0,145.0502,0.0,True,-52,-146,1534.2219,443.29,28.89
Part-1799,95,156,20,71,344.65,0.9867,41.2141,2.3,True,-75,-85,316.5,-28.15,-8.89
Part-1800,80,21,26,36,1998.48,0.9925,27.1065,0.7,True,-54,15,3918.3398,1919.86,49.0
Part-1801,94,21,35,39,1117.88,0.9953,33.7236,0.1,True,-59,18,2300.2553,1182.38,51.4
Part-1802,379,328,331,215,4776.01,1.0,371.1421,0.0,True,-48,-113,5366.4762,590.47,11.0
Part-1803,120,37,86,104,2822.62,1.0,97.4202,0.0,True,-34,67,9307.783,6485.16,69.67
Part-1804,276,50,174,61,5000.25,1.0,164.3208,0.0,True,-102,11,7651.8116,2651.56,34.65
Part-1805,7,17,2,6,905.41,0.9868,4.4444,0.5,True,-5,-11,759.4234,-145.99,-19.22
Part-1806,240,18,203,177,99784.3,0.9973,181.8309,0.1,True,-37,159,273664.66,173880.36,63.54
Part-1807,897,270,931,951,12746.53,0.9869,744.576,1.7,True,34,681,17271.0031,4524.47,26.2
Part-1808,660,102,173,132,6654.24,0.9976,148.482,0.1,True,-487,30,17487.0037,10832.76,61.95
Part-1809,0,1,0,1,792.01,0.808,0.5284,10.2,False,0,0,792.0091,-0.0,-0.0
Part-1810,4,2,2,3,2633.94,0.9932,2.1801,0.6,True,-2,1,3682.5237,1048.58,28.47
Part-1811,96,6,51,20,14215.69,0.998,38.4183,0.1,True,-45,14,22231.6746,8015.98,36.06
Part-1812,340,31,250,197,31433.98,1.0,224.4155,0.0,True,-90,166,39847.1615,8413.18,21.11
Part-1813,149,27,37,50,1740.01,1.0,43.8523,0.0,True,-112,23,4894.0071,3154.0,64.45
Part-1814,958,121,656,502,15123.61,0.9987,571.9571,0.1,True,-302,381,18432.3928,3308.78,17.95
Part-1815,72,18,44,83,20768.62,0.9965,58.0357,0.1,True,-28,65,22570.0247,1801.4,7.98
Part-1816,178,104,76,109,2082.44,0.996,83.2511,0.1,True,-102,5,3325.1667,1242.73,37.37
Part-1817,89,78,34,44,1573.51,1.0,38.2652,0.0,True,-55,-34,2633.4382,1059.93,40.25
Part-1818,2493,152,1971,1813,39887.21,1.0,2007.2255,0.0,True,-522,1661,91059.2122,51172.0,56.2
Part-1819,2423,75,2092,859,862134.83,0.9951,1552.1746,0.1,True,-331,784,1561252.736,699117.91,44.78
Part-1820,193,57,81,58,3342.86,1.0,72.8887,0.0,True,-112,1,6763.0727,3420.21,50.57
Part-1821,1097,32,1655,363,963991.29,0.9883,1030.0133,0.7,True,558,331,4440740.5364,3476749.25,78.29
Part-1822,167,34,133,106,4068.75,0.9987,116.3673,0.1,True,-34,72,8231.5188,4162.77,50.57
Part-1823,1109,27,817,158,285053.96,1.0,585.4735,0.0,True,-292,131,323971.6963,38917.74,12.01
Part-1824,52,23,14,41,504.19,1.0,29.2715,0.0,True,-38,18,1029.5553,525.37,51.03
Part-1825,397,120,273,214,9619.73,1.0,245.2234,0.0,True,-124,94,12519.685,2899.96,23.16
Part-1826,583,121,585,227,11838.34,0.9951,434.0253,0.1,True,2,106,24706.1253,12867.79,52.08
Part-1827,443,99,468,119,8008.77,1.0,312.5082,0.1,True,25,20,16270.7537,8261.98,50.78
Part-1828,36,22,10,19,1576.98,0.9916,12.8792,0.7,True,-26,-3,2644.8529,1067.87,40.38
Part-1829,168,40,247,60,94677.16,1.0,167.3298,0.0,True,79,20,503087.6381,408410.48,81.18
Part-1830,507,178,217,146,2743.29,1.0,196.9659,0.0,True,-290,-32,5516.6511,2773.36,50.27
Part-1831,539,359,584,581,3583.47,0.9999,619.7071,0.2,True,45,222,12341.7399,8758.27,70.96
Part-1832,672,168,208,159,7318.1,0.9983,181.3987,0.1,True,-464,-9,17896.674,10578.57,59.11
Part-1833,67,29,57,61,14317.93,1.0,71.094,0.0,True,-10,32,58926.9217,44608.99,75.7
Part-1834,7,4,4,5,1347.06,0.9932,3.9846,0.6,True,-3,1,1846.2598,499.2,27.04
Part-1835,12,22,2,6,390.18,0.9772,3.6107,2.0,True,-10,-16,339.3581,-50.82,-14.98
Part-1836,157,19,200,73,143617.81,0.991,124.4176,1.0,True,43,54,329171.1532,185553.34,56.37
Part-1837,197,130,109,131,1475.23,0.9944,103.6605,0.1,True,-88,1,2035.0312,559.8,27.51
Part-1838,2307,1224,2680,2208,6082.0,0.9968,2255.802,0.2,True,373,984,9869.2094,3787.21,38.37
Part-1839,190,97,158,219,5853.08,0.9925,165.5079,0.7,True,-32,122,6851.4848,998.4,14.57
Part-1840,884,69,926,339,412650.98,0.9992,697.2185,0.1,True,42,270,1098705.0336,686054.05,62.44
Part-1841,254,47,300,204,8188.79,1.0,287.6508,0.0,True,46,157,53979.8448,45791.05,84.83
Part-1842,130,27,36,41,1570.03,1.0,38.5966,0.0,True,-94,14,4302.1524,2732.12,63.51
